Reaction Type,Category,,,Reaction Type,Animals,Science,Healthy Eating,Technology,Food
heart,fitness,,,,,,,,
worried,fitness,,,,,,,,
peeking,fitness,,,,,,,,
adore,fitness,,,,,,,,
scared,fitness,,,,,,,,
hate,fitness,,,,,,,,
dislike,fitness,,,,,,,,
want,fitness,,,,,,,,
scared,fitness,,,,,,,,
interested,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
like,dogs,,,,,,,,
want,dogs,,,,,,,,
cherish,dogs,,,,,,,,
disgust,dogs,,,,,,,,
interested,dogs,,,,,,,,
interested,dogs,,,,,,,,
interested,dogs,,,,,,,,
like,dogs,,,,,,,,
interested,dogs,,,,,,,,
worried,dogs,,,,,,,,
disgust,dogs,,,,,,,,
heart,dogs,,,,,,,,
scared,dogs,,,,,,,,
peeking,veganism,,,,,,,,
interested,veganism,,,,,,,,
hate,veganism,,,,,,,,
worried,veganism,,,,,,,,
heart,veganism,,,,,,,,
hate,veganism,,,,,,,,
dislike,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
peeking,veganism,,,,,,,,
like,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
super love,veganism,,,,,,,,
interested,veganism,,,,,,,,
love,veganism,,,,,,,,
interested,veganism,,,,,,,,
cherish,veganism,,,,,,,,
heart,veganism,,,,,,,,
like,veganism,,,,,,,,
worried,veganism,,,,,,,,
super love,veganism,,,,,,,,
disgust,veganism,,,,,,,,
super love,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
adore,veganism,,,,,,,,
like,veganism,,,,,,,,
peeking,veganism,,,,,,,,
adore,veganism,,,,,,,,
want,veganism,,,,,,,,
like,veganism,,,,,,,,
adore,veganism,,,,,,,,
heart,veganism,,,,,,,,
cherish,veganism,,,,,,,,
interested,veganism,,,,,,,,
heart,veganism,,,,,,,,
hate,veganism,,,,,,,,
like,veganism,,,,,,,,
scared,veganism,,,,,,,,
want,veganism,,,,,,,,
cherish,veganism,,,,,,,,
peeking,veganism,,,,,,,,
dislike,veganism,,,,,,,,
interested,veganism,,,,,,,,
intrigued,veganism,,,,,,,,
interested,studying,,,,,,,,
interested,studying,,,,,,,,
scared,veganism,,,,,,,,
want,veganism,,,,,,,,
heart,veganism,,,,,,,,
want,veganism,,,,,,,,
indifferent,veganism,,,,,,,,
cherish,veganism,,,,,,,,
love,veganism,,,,,,,,
dislike,education,,,,,,,,
heart,education,,,,,,,,
dislike,education,,,,,,,,
scared,education,,,,,,,,
interested,education,,,,,,,,
hate,education,,,,,,,,
super love,education,,,,,,,,
want,education,,,,,,,,
intrigued,education,,,,,,,,
intrigued,education,,,,,,,,
like,education,,,,,,,,
dislike,education,,,,,,,,
interested,education,,,,,,,,
love,education,,,,,,,,
want,education,,,,,,,,
cherish,education,,,,,,,,
peeking,education,,,,,,,,
heart,education,,,,,,,,
intrigued,education,,,,,,,,
worried,education,,,,,,,,
cherish,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
hate,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
disgust,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
love,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
super love,public speaking,,,,,,,,
like,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
disgust,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
heart,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
want,public speaking,,,,,,,,
scared,public speaking,,,,,,,,
worried,public speaking,,,,,,,,
peeking,public speaking,,,,,,,,
adore,public speaking,,,,,,,,
love,public speaking,,,,,,,,
want,public speaking,,,,,,,,
intrigued,public speaking,,,,,,,,
indifferent,public speaking,,,,,,,,
interested,public speaking,,,,,,,,
cherish,education,,,,,,,,
cherish,education,,,,,,,,
worried,education,,,,,,,,
intrigued,education,,,,,,,,
peeking,education,,,,,,,,
scared,education,,,,,,,,
intrigued,education,,,,,,,,
indifferent,education,,,,,,,,
want,education,,,,,,,,
indifferent,education,,,,,,,,
like,education,,,,,,,,
want,education,,,,,,,,
want,education,,,,,,,,
like,education,,,,,,,,
cherish,education,,,,,,,,
love,education,,,,,,,,
dislike,education,,,,,,,,
love,education,,,,,,,,
want,education,,,,,,,,
heart,education,,,,,,,,
like,education,,,,,,,,
super love,education,,,,,,,,
interested,education,,,,,,,,
scared,education,,,,,,,,
peeking,education,,,,,,,,
indifferent,education,,,,,,,,
worried,education,,,,,,,,
like,education,,,,,,,,
super love,education,,,,,,,,
disgust,education,,,,,,,,
worried,education,,,,,,,,
cherish,education,,,,,,,,
adore,education,,,,,,,,
interested,education,,,,,,,,
hate,education,,,,,,,,
worried,education,,,,,,,,
adore,education,,,,,,,,
want,education,,,,,,,,
super love,education,,,,,,,,
want,education,,,,,,,,
hate,education,,,,,,,,
love,science,,,,,,,,
super love,science,,,,,,,,
interested,science,,,,,,,,
super love,science,,,,,,,,
want,science,,,,,,,,
adore,science,,,,,,,,
worried,science,,,,,,,,
super love,science,,,,,,,,
like,science,,,,,,,,
indifferent,science,,,,,,,,
super love,science,,,,,,,,
indifferent,science,,,,,,,,
like,science,,,,,,,,
interested,studying,,,,,,,,
dislike,studying,,,,,,,,
love,studying,,,,,,,,
scared,studying,,,,,,,,
scared,studying,,,,,,,,
interested,studying,,,,,,,,
indifferent,studying,,,,,,,,
scared,studying,,,,,,,,
hate,studying,,,,,,,,
dislike,studying,,,,,,,,
hate,studying,,,,,,,,
super love,studying,,,,,,,,
dislike,studying,,,,,,,,
super love,studying,,,,,,,,
want,studying,,,,,,,,
disgust,studying,,,,,,,,
worried,studying,,,,,,,,
dislike,studying,,,,,,,,
interested,studying,,,,,,,,
intrigued,studying,,,,,,,,
indifferent,studying,,,,,,,,
cherish,studying,,,,,,,,
scared,studying,,,,,,,,
disgust,studying,,,,,,,,
peeking,studying,,,,,,,,
indifferent,studying,,,,,,,,
heart,studying,,,,,,,,
like,studying,,,,,,,,
cherish,studying,,,,,,,,
want,studying,,,,,,,,
super love,studying,,,,,,,,
scared,travel,,,,,,,,
heart,travel,,,,,,,,
hate,travel,,,,,,,,
super love,travel,,,,,,,,
scared,travel,,,,,,,,
love,travel,,,,,,,,
cherish,travel,,,,,,,,
super love,travel,,,,,,,,
scared,travel,,,,,,,,
peeking,travel,,,,,,,,
interested,travel,,,,,,,,
dislike,travel,,,,,,,,
heart,travel,,,,,,,,
disgust,travel,,,,,,,,
cherish,travel,,,,,,,,
cherish,travel,,,,,,,,
worried,travel,,,,,,,,
love,travel,,,,,,,,
worried,travel,,,,,,,,
peeking,travel,,,,,,,,
scared,travel,,,,,,,,
want,travel,,,,,,,,
interested,travel,,,,,,,,
scared,travel,,,,,,,,
love,travel,,,,,,,,
want,travel,,,,,,,,
dislike,travel,,,,,,,,
peeking,travel,,,,,,,,
scared,travel,,,,,,,,
indifferent,travel,,,,,,,,
intrigued,travel,,,,,,,,
super love,travel,,,,,,,,
adore,travel,,,,,,,,
disgust,travel,,,,,,,,
indifferent,travel,,,,,,,,
peeking,travel,,,,,,,,
dislike,travel,,,,,,,,
cherish,dogs,,,,,,,,
adore,dogs,,,,,,,,
heart,dogs,,,,,,,,
dislike,dogs,,,,,,,,
like,dogs,,,,,,,,
adore,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
worried,dogs,,,,,,,,
scared,dogs,,,,,,,,
adore,dogs,,,,,,,,
cherish,dogs,,,,,,,,
like,dogs,,,,,,,,
want,dogs,,,,,,,,
want,dogs,,,,,,,,
like,dogs,,,,,,,,
love,dogs,,,,,,,,
hate,dogs,,,,,,,,
adore,dogs,,,,,,,,
worried,dogs,,,,,,,,
scared,dogs,,,,,,,,
peeking,dogs,,,,,,,,
super love,dogs,,,,,,,,
dislike,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
scared,dogs,,,,,,,,
love,dogs,,,,,,,,
interested,dogs,,,,,,,,
heart,dogs,,,,,,,,
cherish,dogs,,,,,,,,
hate,dogs,,,,,,,,
want,dogs,,,,,,,,
interested,dogs,,,,,,,,
interested,dogs,,,,,,,,
indifferent,dogs,,,,,,,,
adore,dogs,,,,,,,,
intrigued,dogs,,,,,,,,
dislike,dogs,,,,,,,,
like,dogs,,,,,,,,
dislike,dogs,,,,,,,,
interested,dogs,,,,,,,,
disgust,dogs,,,,,,,,
cherish,dogs,,,,,,,,
intrigued,dogs,,,,,,,,
intrigued,dogs,,,,,,,,
dislike,cooking,,,,,,,,
indifferent,cooking,,,,,,,,
worried,cooking,,,,,,,,
peeking,cooking,,,,,,,,
cherish,cooking,,,,,,,,
hate,cooking,,,,,,,,
dislike,cooking,,,,,,,,
interested,cooking,,,,,,,,
cherish,cooking,,,,,,,,
scared,cooking,,,,,,,,
adore,cooking,,,,,,,,
dislike,cooking,,,,,,,,
adore,cooking,,,,,,,,
adore,cooking,,,,,,,,
adore,cooking,,,,,,,,
indifferent,cooking,,,,,,,,
worried,cooking,,,,,,,,
super love,cooking,,,,,,,,
want,cooking,,,,,,,,
super love,cooking,,,,,,,,
like,cooking,,,,,,,,
indifferent,cooking,,,,,,,,
heart,cooking,,,,,,,,
cherish,cooking,,,,,,,,
disgust,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
worried,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
cherish,cooking,,,,,,,,
peeking,cooking,,,,,,,,
heart,cooking,,,,,,,,
like,cooking,,,,,,,,
disgust,cooking,,,,,,,,
dislike,cooking,,,,,,,,
heart,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
heart,dogs,,,,,,,,
adore,dogs,,,,,,,,
scared,dogs,,,,,,,,
intrigued,education,,,,,,,,
hate,education,,,,,,,,
like,education,,,,,,,,
cherish,education,,,,,,,,
dislike,education,,,,,,,,
heart,education,,,,,,,,
dislike,education,,,,,,,,
hate,education,,,,,,,,
super love,education,,,,,,,,
disgust,education,,,,,,,,
love,education,,,,,,,,
intrigued,education,,,,,,,,
super love,education,,,,,,,,
heart,education,,,,,,,,
love,education,,,,,,,,
worried,education,,,,,,,,
dislike,education,,,,,,,,
disgust,education,,,,,,,,
cherish,education,,,,,,,,
love,education,,,,,,,,
hate,education,,,,,,,,
like,education,,,,,,,,
intrigued,education,,,,,,,,
super love,education,,,,,,,,
heart,education,,,,,,,,
indifferent,education,,,,,,,,
dislike,education,,,,,,,,
hate,education,,,,,,,,
interested,education,,,,,,,,
intrigued,education,,,,,,,,
disgust,education,,,,,,,,
scared,education,,,,,,,,
hate,education,,,,,,,,
cherish,education,,,,,,,,
scared,education,,,,,,,,
peeking,animals,,,,,,,,
super love,animals,,,,,,,,
super love,animals,,,,,,,,
heart,animals,,,,,,,,
super love,animals,,,,,,,,
intrigued,animals,,,,,,,,
dislike,animals,,,,,,,,
intrigued,animals,,,,,,,,
want,animals,,,,,,,,
dislike,animals,,,,,,,,
disgust,animals,,,,,,,,
disgust,animals,,,,,,,,
hate,animals,,,,,,,,
want,animals,,,,,,,,
peeking,animals,,,,,,,,
dislike,animals,,,,,,,,
interested,animals,,,,,,,,
dislike,animals,,,,,,,,
want,animals,,,,,,,,
disgust,animals,,,,,,,,
heart,food,,,,,,,,
cherish,food,,,,,,,,
heart,food,,,,,,,,
adore,food,,,,,,,,
worried,food,,,,,,,,
want,food,,,,,,,,
like,food,,,,,,,,
interested,food,,,,,,,,
interested,food,,,,,,,,
peeking,food,,,,,,,,
intrigued,food,,,,,,,,
hate,food,,,,,,,,
adore,food,,,,,,,,
intrigued,food,,,,,,,,
peeking,food,,,,,,,,
interested,food,,,,,,,,
disgust,food,,,,,,,,
indifferent,food,,,,,,,,
hate,food,,,,,,,,
peeking,food,,,,,,,,
scared,food,,,,,,,,
intrigued,food,,,,,,,,
adore,food,,,,,,,,
scared,food,,,,,,,,
love,food,,,,,,,,
like,food,,,,,,,,
want,food,,,,,,,,
want,food,,,,,,,,
disgust,education,,,,,,,,
worried,education,,,,,,,,
like,education,,,,,,,,
like,education,,,,,,,,
cherish,education,,,,,,,,
dislike,education,,,,,,,,
dislike,education,,,,,,,,
like,education,,,,,,,,
interested,education,,,,,,,,
super love,education,,,,,,,,
peeking,education,,,,,,,,
cherish,education,,,,,,,,
love,education,,,,,,,,
love,education,,,,,,,,
interested,education,,,,,,,,
want,education,,,,,,,,
scared,education,,,,,,,,
hate,education,,,,,,,,
hate,education,,,,,,,,
super love,education,,,,,,,,
hate,education,,,,,,,,
dislike,education,,,,,,,,
indifferent,education,,,,,,,,
love,education,,,,,,,,
love,education,,,,,,,,
dislike,education,,,,,,,,
hate,education,,,,,,,,
dislike,education,,,,,,,,
dislike,education,,,,,,,,
indifferent,education,,,,,,,,
dislike,education,,,,,,,,
interested,education,,,,,,,,
heart,education,,,,,,,,
indifferent,education,,,,,,,,
intrigued,education,,,,,,,,
like,animals,,,,,,,,
heart,animals,,,,,,,,
intrigued,animals,,,,,,,,
adore,animals,,,,,,,,
disgust,animals,,,,,,,,
indifferent,animals,,,,,,,,
dislike,animals,,,,,,,,
heart,animals,,,,,,,,
indifferent,animals,,,,,,,,
like,animals,,,,,,,,
super love,animals,,,,,,,,
like,animals,,,,,,,,
disgust,animals,,,,,,,,
scared,animals,,,,,,,,
want,animals,,,,,,,,
interested,animals,,,,,,,,
cherish,animals,,,,,,,,
interested,animals,,,,,,,,
scared,animals,,,,,,,,
interested,animals,,,,,,,,
super love,animals,,,,,,,,
scared,animals,,,,,,,,
peeking,animals,,,,,,,,
indifferent,animals,,,,,,,,
intrigued,animals,,,,,,,,
intrigued,animals,,,,,,,,
scared,animals,,,,,,,,
scared,animals,,,,,,,,
worried,animals,,,,,,,,
indifferent,animals,,,,,,,,
scared,animals,,,,,,,,
super love,animals,,,,,,,,
adore,animals,,,,,,,,
super love,animals,,,,,,,,
cherish,animals,,,,,,,,
worried,animals,,,,,,,,
interested,animals,,,,,,,,
hate,animals,,,,,,,,
adore,animals,,,,,,,,
disgust,animals,,,,,,,,
disgust,animals,,,,,,,,
adore,animals,,,,,,,,
worried,animals,,,,,,,,
worried,fitness,,,,,,,,
intrigued,fitness,,,,,,,,
hate,fitness,,,,,,,,
scared,fitness,,,,,,,,
hate,fitness,,,,,,,,
scared,fitness,,,,,,,,
hate,fitness,,,,,,,,
cherish,fitness,,,,,,,,
heart,fitness,,,,,,,,
heart,fitness,,,,,,,,
like,fitness,,,,,,,,
adore,fitness,,,,,,,,
love,fitness,,,,,,,,
adore,fitness,,,,,,,,
want,fitness,,,,,,,,
hate,fitness,,,,,,,,
want,fitness,,,,,,,,
interested,fitness,,,,,,,,
peeking,fitness,,,,,,,,
adore,fitness,,,,,,,,
love,fitness,,,,,,,,
hate,fitness,,,,,,,,
indifferent,fitness,,,,,,,,
intrigued,fitness,,,,,,,,
dislike,fitness,,,,,,,,
indifferent,culture,,,,,,,,
interested,culture,,,,,,,,
love,culture,,,,,,,,
love,culture,,,,,,,,
indifferent,culture,,,,,,,,
indifferent,culture,,,,,,,,
interested,culture,,,,,,,,
hate,culture,,,,,,,,
dislike,culture,,,,,,,,
dislike,animals,,,,,,,,
disgust,animals,,,,,,,,
disgust,animals,,,,,,,,
want,animals,,,,,,,,
dislike,animals,,,,,,,,
interested,animals,,,,,,,,
dislike,animals,,,,,,,,
scared,animals,,,,,,,,
intrigued,animals,,,,,,,,
worried,animals,,,,,,,,
adore,animals,,,,,,,,
scared,animals,,,,,,,,
cherish,animals,,,,,,,,
worried,animals,,,,,,,,
heart,animals,,,,,,,,
heart,animals,,,,,,,,
hate,animals,,,,,,,,
super love,animals,,,,,,,,
super love,animals,,,,,,,,
adore,animals,,,,,,,,
want,animals,,,,,,,,
want,animals,,,,,,,,
love,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
scared,cooking,,,,,,,,
adore,cooking,,,,,,,,
dislike,cooking,,,,,,,,
scared,cooking,,,,,,,,
like,cooking,,,,,,,,
worried,cooking,,,,,,,,
disgust,cooking,,,,,,,,
want,cooking,,,,,,,,
heart,cooking,,,,,,,,
worried,cooking,,,,,,,,
peeking,cooking,,,,,,,,
hate,cooking,,,,,,,,
scared,cooking,,,,,,,,
interested,cooking,,,,,,,,
super love,cooking,,,,,,,,
dislike,cooking,,,,,,,,
indifferent,cooking,,,,,,,,
cherish,cooking,,,,,,,,
heart,cooking,,,,,,,,
adore,cooking,,,,,,,,
want,cooking,,,,,,,,
like,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
love,healthy eating,,,,,,,,
super love,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
want,healthy eating,,,,,,,,
scared,healthy eating,,,,,,,,
cherish,healthy eating,,,,,,,,
heart,healthy eating,,,,,,,,
intrigued,healthy eating,,,,,,,,
worried,food,,,,,,,,
like,food,,,,,,,,
disgust,food,,,,,,,,
intrigued,food,,,,,,,,
super love,food,,,,,,,,
love,food,,,,,,,,
adore,food,,,,,,,,
adore,food,,,,,,,,
heart,food,,,,,,,,
love,food,,,,,,,,
want,food,,,,,,,,
hate,food,,,,,,,,
love,food,,,,,,,,
interested,food,,,,,,,,
peeking,food,,,,,,,,
indifferent,food,,,,,,,,
heart,food,,,,,,,,
dislike,food,,,,,,,,
peeking,food,,,,,,,,
cherish,food,,,,,,,,
dislike,food,,,,,,,,
want,food,,,,,,,,
worried,food,,,,,,,,
cherish,food,,,,,,,,
like,food,,,,,,,,
interested,food,,,,,,,,
peeking,culture,,,,,,,,
cherish,culture,,,,,,,,
scared,culture,,,,,,,,
scared,culture,,,,,,,,
dislike,culture,,,,,,,,
peeking,culture,,,,,,,,
adore,culture,,,,,,,,
cherish,culture,,,,,,,,
intrigued,culture,,,,,,,,
want,culture,,,,,,,,
dislike,culture,,,,,,,,
disgust,culture,,,,,,,,
like,culture,,,,,,,,
want,studying,,,,,,,,
indifferent,studying,,,,,,,,
peeking,studying,,,,,,,,
dislike,studying,,,,,,,,
disgust,studying,,,,,,,,
adore,studying,,,,,,,,
intrigued,studying,,,,,,,,
dislike,studying,,,,,,,,
adore,studying,,,,,,,,
love,studying,,,,,,,,
disgust,studying,,,,,,,,
like,studying,,,,,,,,
dislike,studying,,,,,,,,
super love,studying,,,,,,,,
disgust,studying,,,,,,,,
interested,studying,,,,,,,,
adore,studying,,,,,,,,
peeking,studying,,,,,,,,
indifferent,studying,,,,,,,,
cherish,studying,,,,,,,,
worried,studying,,,,,,,,
heart,studying,,,,,,,,
intrigued,studying,,,,,,,,
intrigued,studying,,,,,,,,
hate,studying,,,,,,,,
indifferent,soccer,,,,,,,,
heart,soccer,,,,,,,,
super love,soccer,,,,,,,,
disgust,soccer,,,,,,,,
cherish,soccer,,,,,,,,
worried,soccer,,,,,,,,
intrigued,soccer,,,,,,,,
like,soccer,,,,,,,,
dislike,soccer,,,,,,,,
love,soccer,,,,,,,,
scared,travel,,,,,,,,
adore,travel,,,,,,,,
super love,travel,,,,,,,,
super love,travel,,,,,,,,
dislike,travel,,,,,,,,
dislike,travel,,,,,,,,
cherish,travel,,,,,,,,
dislike,travel,,,,,,,,
dislike,travel,,,,,,,,
dislike,travel,,,,,,,,
dislike,travel,,,,,,,,
intrigued,travel,,,,,,,,
worried,travel,,,,,,,,
like,travel,,,,,,,,
dislike,travel,,,,,,,,
want,travel,,,,,,,,
worried,travel,,,,,,,,
intrigued,travel,,,,,,,,
interested,travel,,,,,,,,
heart,travel,,,,,,,,
peeking,travel,,,,,,,,
heart,travel,,,,,,,,
heart,travel,,,,,,,,
love,travel,,,,,,,,
heart,travel,,,,,,,,
hate,travel,,,,,,,,
love,culture,,,,,,,,
hate,culture,,,,,,,,
cherish,culture,,,,,,,,
worried,culture,,,,,,,,
adore,culture,,,,,,,,
disgust,culture,,,,,,,,
super love,culture,,,,,,,,
intrigued,culture,,,,,,,,
adore,culture,,,,,,,,
interested,culture,,,,,,,,
hate,culture,,,,,,,,
scared,culture,,,,,,,,
like,culture,,,,,,,,
hate,culture,,,,,,,,
indifferent,culture,,,,,,,,
adore,culture,,,,,,,,
hate,culture,,,,,,,,
dislike,culture,,,,,,,,
worried,culture,,,,,,,,
love,culture,,,,,,,,
disgust,culture,,,,,,,,
disgust,culture,,,,,,,,
hate,culture,,,,,,,,
super love,culture,,,,,,,,
interested,culture,,,,,,,,
adore,culture,,,,,,,,
heart,culture,,,,,,,,
disgust,culture,,,,,,,,
adore,culture,,,,,,,,
disgust,culture,,,,,,,,
cherish,culture,,,,,,,,
like,culture,,,,,,,,
heart,travel,,,,,,,,
heart,travel,,,,,,,,
peeking,travel,,,,,,,,
worried,travel,,,,,,,,
scared,travel,,,,,,,,
love,travel,,,,,,,,
cherish,travel,,,,,,,,
interested,travel,,,,,,,,
scared,travel,,,,,,,,
hate,travel,,,,,,,,
disgust,travel,,,,,,,,
heart,travel,,,,,,,,
intrigued,travel,,,,,,,,
indifferent,travel,,,,,,,,
scared,travel,,,,,,,,
super love,Fitness,,,,,,,,
peeking,Fitness,,,,,,,,
indifferent,Fitness,,,,,,,,
interested,Fitness,,,,,,,,
want,Fitness,,,,,,,,
want,Fitness,,,,,,,,
super love,Fitness,,,,,,,,
adore,Fitness,,,,,,,,
adore,Fitness,,,,,,,,
love,Fitness,,,,,,,,
love,Fitness,,,,,,,,
intrigued,Fitness,,,,,,,,
super love,Fitness,,,,,,,,
heart,Fitness,,,,,,,,
adore,Fitness,,,,,,,,
super love,Fitness,,,,,,,,
disgust,Fitness,,,,,,,,
want,Fitness,,,,,,,,
intrigued,Fitness,,,,,,,,
worried,Fitness,,,,,,,,
want,Fitness,,,,,,,,
worried,Fitness,,,,,,,,
like,Fitness,,,,,,,,
intrigued,Fitness,,,,,,,,
intrigued,Fitness,,,,,,,,
super love,Fitness,,,,,,,,
worried,Fitness,,,,,,,,
worried,Fitness,,,,,,,,
want,Fitness,,,,,,,,
dislike,Fitness,,,,,,,,
indifferent,cooking,,,,,,,,
interested,cooking,,,,,,,,
like,cooking,,,,,,,,
super love,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
disgust,cooking,,,,,,,,
want,cooking,,,,,,,,
disgust,cooking,,,,,,,,
interested,cooking,,,,,,,,
love,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
love,cooking,,,,,,,,
heart,cooking,,,,,,,,
super love,cooking,,,,,,,,
heart,cooking,,,,,,,,
cherish,cooking,,,,,,,,
peeking,cooking,,,,,,,,
like,cooking,,,,,,,,
interested,cooking,,,,,,,,
scared,cooking,,,,,,,,
disgust,cooking,,,,,,,,
disgust,cooking,,,,,,,,
disgust,cooking,,,,,,,,
super love,cooking,,,,,,,,
worried,cooking,,,,,,,,
disgust,cooking,,,,,,,,
super love,cooking,,,,,,,,
like,cooking,,,,,,,,
intrigued,cooking,,,,,,,,
disgust,cooking,,,,,,,,
dislike,cooking,,,,,,,,
dislike,cooking,,,,,,,,
cherish,cooking,,,,,,,,
peeking,cooking,,,,,,,,
scared,cooking,,,,,,,,
adore,cooking,,,,,,,,
interested,cooking,,,,,,,,
scared,cooking,,,,,,,,
love,cooking,,,,,,,,
cherish,cooking,,,,,,,,
intrigued,tennis,,,,,,,,
